participant,setup,user_id,condition,group,round,phase,isPareto,route,endedAt,driveDurationS,durationInclSurveyS,avgSpeedKmh,maxSpeedKmh,collisions,maxStuckS,energyKwh100km,avgEcoScore,taskLoad,acceptance,size_leaf_norm,size_score_norm,size_feedback_norm,size_speed_norm,size_accel_norm,size_labels_norm,opacity_norm,tlxMental,tlxDistraction,accInformed,accPleasant,accGlance,size_leaf_phys,size_score_phys,size_feedback_phys,size_speed_phys,size_accel_phys,size_labels_phys,opacity_phys,visible_leaf,visible_score,visible_feedback,visible_accel,visible_labels,speed_alpha
P15,desk,15,v1,Study,10,sampling,False,R2 165m Cliveden Place,17:40:06,31,62.9,18.5,39.2,0,0.0,26.68,72.5,27.5,78.3,0.6595,0.031,0.0391,0.2874,0.2896,0.5015,0.3815,25.0,30.0,80.0,80.0,75.0,0.8573,0.0403,0.0508,0.8012,0.3765,0.6519,0.4434,True,False,False,False,True,0.4434
P15,desk,15,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,17:41:33,61,87.4,15.9,49.2,1,0.0,30.69,49.0,32.5,75.0,0.6007,0.2875,0.79,0.1444,0.6427,0.4938,0.7739,35.0,30.0,75.0,80.0,70.0,0.7809,0.3737,1.027,0.7011,0.8355,0.6419,0.7965,True,False,True,True,True,0.7965
P15,desk,15,v1,Study,12,sampling,True,R7 170m Astell Street → Burnsall Street → King's Road,17:42:41,35,67.6,15.9,32.1,0,0.0,22.65,47.7,25.0,83.3,0.0008,0.1614,0.4855,0.591,0.4213,0.8252,0.0213,25.0,25.0,80.0,85.0,85.0,0.001,0.2098,0.6311,1.0137,0.5477,1.0728,0.1192,False,False,True,False,True,0.4
P15,desk,15,v1,Study,13,sampling,False,R1 215m Draycott Place,17:43:35,19,53.8,38.9,53.7,5,0.0,37.6,63.1,30.0,78.3,0.1701,0.9379,0.9135,0.2713,0.2191,0.8256,0.4211,25.0,35.0,75.0,75.0,85.0,0.2211,1.2193,1.1876,0.7899,0.2848,1.0733,0.479,False,True,True,False,True,0.479
P15,desk,15,v1,Study,14,sampling,False,R2 165m Cliveden Place,17:45:13,24,98.3,24.3,37.2,0,0.0,27.19,80.2,27.5,81.7,0.7689,0.0244,0.8065,0.1512,0.3158,0.9152,0.1123,25.0,30.0,80.0,80.0,85.0,0.9996,0.0317,1.0485,0.7058,0.4105,1.1898,0.2011,True,False,True,False,True,0.4
P15,desk,15,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,17:47:10,87,116.8,11.8,48.5,9,0.0,27.51,49.0,35.0,80.0,0.3586,0.4276,0.2778,0.3674,0.8456,0.9284,0.4692,35.0,35.0,80.0,80.0,80.0,0.4662,0.5559,0.3611,0.8572,1.0993,1.2069,0.5223,False,False,False,True,True,0.5223
P15,desk,15,v1,Study,16,optimization,True,R7 170m Astell Street → Burnsall Street → King's Road,17:49:02,50,81.1,11.1,24.4,2,0.0,16.23,37.3,25.0,78.3,0.0955,0.115,0.5785,0.4824,0.3212,0.7789,0.0859,25.0,25.0,80.0,75.0,80.0,0.1242,0.1495,0.752,0.9377,0.4176,1.0126,0.1773,False,False,True,False,True,0.4
P15,desk,15,v1,Study,17,optimization,True,R1 215m Draycott Place,17:50:36,34,56.6,22.4,42.2,0,0.0,25.31,57.0,20.0,71.7,0.0,0.0663,0.4587,0.394,0.3198,0.9335,0.004,20.0,20.0,80.0,80.0,55.0,0.0,0.0862,0.5963,0.8758,0.4157,1.2136,0.1036,False,False,False,False,True,0.4
P15,desk,15,v1,Study,18,optimization,True,R2 165m Cliveden Place,17:52:42,16,67.4,34.5,50.0,1,0.0,38.81,64.4,0.0,63.3,0.0,0.0444,0.2113,0.7583,0.3349,0.8199,0.1214,0.0,0.0,80.0,50.0,60.0,0.0,0.0577,0.2747,1.1308,0.4354,1.0659,0.2093,False,False,False,False,True,0.4
P15,desk,15,v1,Study,19,optimization,True,R3 283m Basil Street → Hans Road → Brompton Road,17:55:19,49,78.5,20.5,40.2,4,0.0,25.05,51.0,2.5,61.7,0.5903,0.0268,0.0662,0.8723,0.3093,0.895,0.0718,5.0,0.0,80.0,65.0,40.0,0.7674,0.0348,0.0861,1.2106,0.4021,1.1635,0.1646,True,False,False,False,True,0.4
P15,desk,15,v1,Study,20,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,17:57:56,30,62.4,18.2,27.4,3,0.0,16.82,61.2,65.0,60.0,0.0,0.0074,0.4842,0.8541,0.3942,0.7699,0.0,60.0,70.0,60.0,50.0,70.0,0.0,0.0096,0.6295,1.1979,0.5125,1.0009,0.1,False,False,True,False,True,0.4
P15,desk,15,v1,Study,21,finaldesign,,R1 215m Draycott Place,17:58:44,27,47.9,27.7,42.4,0,0.0,27.66,83.3,52.5,68.3,0.001,0.161,0.485,0.591,0.421,0.825,0.021,60.0,45.0,65.0,55.0,85.0,0.0013,0.2093,0.6305,1.0137,0.5473,1.0725,0.1189,False,False,True,False,True,0.4
P16,desk,16,v1,Study,1,sampling,False,R1 215m Draycott Place,09:45:05,35,133.8,21.5,43.5,0,0.0,29.01,40.9,65.0,60.0,0.735,0.8851,0.4646,0.3018,0.1361,0.7462,0.045,60.0,70.0,65.0,45.0,70.0,0.9555,1.1506,0.604,0.8113,0.1769,0.9701,0.1405,True,True,True,False,True,0.4
P16,desk,16,v1,Study,2,sampling,False,R2 165m Cliveden Place,09:46:05,35,60.7,16.7,31.7,0,0.0,26.08,46.0,52.5,66.7,0.1207,0.3389,0.8313,0.739,0.1533,0.1792,0.9241,65.0,40.0,70.0,55.0,75.0,0.1569,0.4406,1.0807,1.1173,0.1993,0.233,0.9317,False,False,True,False,False,0.9317
P16,desk,16,v1,Study,3,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,09:47:19,54,73.4,18.2,33.0,1,0.0,20.74,48.9,57.5,41.7,0.8893,0.3667,0.0968,0.4192,0.7485,0.1724,0.2132,75.0,40.0,40.0,50.0,35.0,1.1561,0.4767,0.1258,0.8934,0.9731,0.2241,0.2919,True,False,False,True,False,0.4
P16,desk,16,v1,Study,4,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,09:48:30,48,70.7,12.3,33.0,0,0.0,25.89,36.7,52.5,43.3,0.909,0.2091,0.1647,0.8146,0.9392,0.8856,0.8118,65.0,40.0,45.0,45.0,40.0,1.1817,0.2718,0.2141,1.1702,1.221,1.1513,0.8306,True,False,False,True,True,0.8306
P16,desk,16,v1,Study,5,sampling,False,R1 215m Draycott Place,09:49:14,30,44.1,24.8,38.0,0,0.0,26.5,64.3,37.5,68.3,0.5141,0.7034,0.4594,0.4707,0.0614,0.9802,0.4433,35.0,40.0,65.0,65.0,75.0,0.6683,0.9144,0.5972,0.9295,0.0798,1.2743,0.499,True,True,False,False,True,0.499
P16,desk,16,v1,Study,6,sampling,False,R2 165m Cliveden Place,09:50:21,24,67.6,23.8,33.7,0,0.0,23.95,63.0,45.0,65.0,0.5271,0.0514,0.8749,0.0825,0.6825,0.8378,0.5878,40.0,50.0,65.0,60.0,70.0,0.6852,0.0668,1.1374,0.6577,0.8872,1.0891,0.629,True,False,True,True,True,0.629
P16,desk,16,v1,Study,7,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,09:51:42,60,80.1,16.3,42.8,0,0.0,26.51,46.9,55.0,70.0,0.0593,0.45,0.8431,0.5023,0.6052,0.6947,0.4178,50.0,60.0,65.0,70.0,75.0,0.0771,0.585,1.096,0.9516,0.7868,0.9031,0.476,False,False,True,True,True,0.476
P16,desk,16,v1,Study,8,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,09:53:06,63,84.0,9.2,38.2,1,0.0,31.26,25.2,52.5,46.7,0.7213,0.3664,0.5209,0.4302,0.6868,0.3533,0.5659,50.0,55.0,55.0,45.0,40.0,0.9377,0.4763,0.6772,0.9011,0.8928,0.4593,0.6093,True,False,True,True,False,0.6093
P16,desk,16,v1,Study,9,sampling,False,R1 215m Draycott Place,09:54:05,32,59.6,23.9,35.3,1,0.0,23.51,57.5,47.5,56.7,0.9189,0.2105,0.8719,0.8475,0.2263,0.8995,0.4135,45.0,50.0,55.0,55.0,60.0,1.1946,0.2737,1.1335,1.1932,0.2942,1.1693,0.4721,True,False,True,False,True,0.4721
P16,desk,16,v1,Study,10,sampling,False,R2 165m Cliveden Place,09:55:20,19,74.6,30.3,36.6,1,0.0,26.68,69.7,37.5,68.3,0.5255,0.9057,0.3107,0.2848,0.2255,0.8437,0.1875,35.0,40.0,70.0,60.0,75.0,0.6832,1.1774,0.4039,0.7994,0.2932,1.0968,0.2688,True,True,False,False,True,0.4
P16,desk,16,v1,Study,11,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,09:56:23,48,62.7,20.3,51.5,2,0.0,21.17,52.0,40.0,40.0,0.3095,0.4603,0.1675,0.7795,0.9706,0.4873,0.754,40.0,40.0,25.0,50.0,45.0,0.4023,0.5984,0.2178,1.1457,1.2618,0.6335,0.7786,False,False,False,True,True,0.7786
P16,desk,16,v1,Study,12,sampling,False,R7 170m Astell Street → Burnsall Street → King's Road,09:57:56,63,93.6,9.2,48.1,2,0.0,38.56,27.9,50.0,45.0,0.0244,0.1676,0.758,0.6667,0.0886,0.9354,0.7997,55.0,45.0,55.0,40.0,40.0,0.0317,0.2179,0.9854,1.0667,0.1152,1.216,0.8197,False,False,True,False,True,0.8197
P16,desk,16,v1,Study,13,sampling,False,R1 215m Draycott Place,09:58:57,34,60.2,22.0,35.1,0,0.0,21.28,54.3,57.5,58.3,0.2342,0.5929,0.4756,0.8442,0.6938,0.9292,0.4514,50.0,65.0,70.0,55.0,50.0,0.3045,0.7708,0.6183,1.1909,0.9019,1.208,0.5063,False,True,True,True,True,0.5063
P16,desk,16,v1,Study,14,sampling,True,R2 165m Cliveden Place,10:00:01,43,64.3,13.3,30.3,0,0.0,23.14,38.3,40.0,73.3,0.7657,0.9558,0.4381,0.9083,0.4265,0.5259,0.2957,40.0,40.0,70.0,80.0,70.0,0.9954,1.2425,0.5695,1.2358,0.5544,0.6837,0.3661,True,True,False,False,True,0.4
P16,desk,16,v1,Study,15,sampling,False,R3 283m Basil Street → Hans Road → Brompton Road,10:01:29,67,87.8,14.6,33.2,2,0.0,21.61,40.6,65.0,51.7,0.9115,0.375,0.7444,0.1354,0.9211,0.4506,0.0566,60.0,70.0,60.0,45.0,50.0,1.1849,0.4875,0.9677,0.6948,1.1974,0.5858,0.1509,True,False,True,True,False,0.4
P16,desk,16,v1,Study,16,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,10:04:48,89,111.0,6.6,31.2,0,0.0,21.05,58.6,40.0,41.7,0.444,0.8809,0.2829,0.6499,0.2016,0.6227,0.3185,40.0,40.0,55.0,30.0,40.0,0.5772,1.1452,0.3678,1.0549,0.2621,0.8095,0.3867,False,True,False,False,True,0.4
P16,desk,16,v1,Study,17,optimization,True,R1 215m Draycott Place,10:07:31,36,54.5,21.2,33.6,0,0.0,22.11,59.2,35.0,73.3,0.5582,0.9055,0.4434,0.3935,0.4272,0.9489,0.3124,35.0,35.0,65.0,80.0,75.0,0.7257,1.1771,0.5764,0.8755,0.5554,1.2336,0.3812,True,True,False,False,True,0.4
P16,desk,16,v1,Study,18,optimization,False,R2 165m Cliveden Place,10:10:01,20,33.4,28.7,35.6,0,0.0,25.01,70.6,67.5,50.0,0.5328,0.8956,1.0,0.4594,0.4949,0.9278,0.2989,80.0,55.0,65.0,45.0,40.0,0.6926,1.1643,1.3,0.9216,0.6434,1.2061,0.369,True,True,True,True,True,0.4
P16,desk,16,v1,Study,19,optimization,True,R3 283m Basil Street → Hans Road → Brompton Road,10:13:13,61,74.1,16.1,35.8,0,0.0,20.44,39.2,35.0,75.0,0.5521,0.7681,0.331,0.3862,0.4359,0.9728,0.331,35.0,35.0,70.0,75.0,80.0,0.7177,0.9985,0.4303,0.8703,0.5667,1.2646,0.3979,True,True,False,False,True,0.4
P16,desk,16,v1,Study,20,optimization,False,R7 170m Astell Street → Burnsall Street → King's Road,10:14:59,43,57.3,13.4,36.6,1,0.0,27.72,32.1,55.0,51.7,0.5556,0.4276,0.3718,0.3505,0.3589,0.9209,0.3128,65.0,45.0,40.0,65.0,50.0,0.7223,0.5559,0.4833,0.8454,0.4666,1.1972,0.3815,True,False,False,False,True,0.4
P16,desk,16,v1,Study,21,finaldesign,,R1 215m Draycott Place,10:15:43,-1,44.7,23.9,31.2,1,0.0,18.68,70.7,35.0,76.7,0.552,0.768,0.331,0.386,0.436,0.973,0.331,35.0,35.0,75.0,80.0,75.0,0.7176,0.9984,0.4303,0.8702,0.5668,1.2649,0.3979,True,True,False,False,True,0.4
