"participant","round","Phase","PhaseBO","isPareto","energy","taskload","accInformed","accPleasant","accGlance","size_leaf","size_score","size_feedback","size_speed","size_accel","size_labels","opacity","routeCode","avgSpeedKmh","maxSpeedKmh","collisions","maxStuckS","avgEcoScore","tlxMental","tlxDistraction","drivingTimeS","distanceM","sdSpeedKmh","meanAbsAccel","sdAccel","pctHarshAccel","sdThrottle","sdSteer","pctStopped","finalEcoScore","nVisible","speed_alpha","energy_n","taskload_n","accInformed_n","accPleasant_n","accGlance_n","overallQuality"
"P07",16,"Optimisation","optimization",TRUE,53.774,17.5,70,80,75,0.474,0.768,0.197,0.225,0.429,0.187,0.251,"R7",13.7,44.7,24,0,32.6,20,15,53.45,203.768918872755,13.4798467383544,2.73121997755331,13.0305340473999,35.3535353535354,0.715402687423381,0.0658237937988781,20.5761316872428,24.4,2,0.4,0.358493333333333,0.175,0.3,0.2,0.25,74.3301333333333
"P07",17,"Optimisation","optimization",TRUE,22.09,22.5,90,85,90,0.406,0.248,0.847,0.212,0.622,0.144,0.512,"R1",30.5,37.5,0,0,79.2,25,20,25.18,213.184260082814,11.0584318516219,0.945734710087371,1.46618407665767,7.70452740270056,0.154553709199186,0.00573248591607067,7.9428117553614,87.7,2,0.5606,0.147266666666667,0.225,0.1,0.15,0.1,85.5546666666667
"P07",18,"Optimisation","optimization",FALSE,32.316,27.5,75,80,80,0.155,0.262,0.967,0.095,0.693,0.141,0.506,"R2",31.7,47.3,1,0,75.7,25,30,18.38,161.978154627737,16.1948464041622,1.2061847826087,1.63751820911475,15.7608695652174,0.245948286601216,0.00303041621474565,11.6304347826087,97.8,2,0.5557,0.21544,0.275,0.25,0.2,0.2,77.1912
"P07",19,"Optimisation","optimization",FALSE,37.401,27.5,85,85,70,0.445,0.224,0.719,0.242,0.41,0.142,0.392,"R3",22.8,48.4,8,0,42.3,25,30,45.59,288.714983476936,15.084721811378,2.50891271929825,6.46099150399761,35.1754385964912,0.489078805912819,0.0285026963176152,10.2631578947368,32.7,1,0.4526,0.24934,0.275,0.15,0.15,0.3,77.5132
"P07",20,"Optimisation","optimization",TRUE,39.393,25,90,90,80,0.401,0.352,0.712,0.245,0.589,0.274,0.563,"R7",17.1,40.2,15,0,36.2,25,25,32.79,156.165343335647,12.9081537193818,2.46606158536585,3.58205133698721,40.3048780487805,0.362616285342223,0.0514375406209099,14.8780487804878,21.9,2,0.6068,0.26262,0.25,0.1,0.1,0.2,81.7476
"P07",21,"Final design","finaldesign",NA,24.15,25,85,85,75,0.406,0.248,0.847,0.212,0.622,0.144,0.512,"R1",33,46.7,1,0,77.5,20,30,23.22,212.794120127532,13.1400061161932,1.12118158347676,1.60584364069988,11.8760757314974,0.171335759505523,0.00409952372979328,7.83132530120482,87.8,2,0.5608,0.161,0.25,0.15,0.15,0.25,80.78
"P08",1,"Sampling","sampling",TRUE,21.993,32.5,60,55,30,0.936,0.07,0.512,0.584,0.975,0.74,0.444,"R1",5.8,38,4,0,47.6,30,35,134.21,215.579126725124,9.75030734556086,0.443984056027418,1.29260539944269,2.38414543287141,0.237151720863267,0.016494036928699,66.5325584860676,43.5,4,0.4996,0.14662,0.325,0.4,0.45,0.7,59.5676
"P08",2,"Sampling","sampling",FALSE,29.117,40,55,45,35,0.045,0.314,0.73,0.809,0.543,0.906,0.238,"R2",16.3,39.1,0,0,60,40,40,35.8,162.151094585124,14.9094015507191,0.899466480446927,1.55027174266776,4.86033519553073,0.272301577916743,0.00670820742383437,27.877094972067,94.9,3,0.4,0.194113333333333,0.4,0.45,0.55,0.65,55.1177333333333
"P08",3,"Sampling","sampling",TRUE,21.999,40,55,45,65,0.265,0.959,0.829,0.195,0.005,0.932,0.07,"R3",13.8,34.7,0,0,40.7,40,40,72.14,275.903985618075,12.4013744094067,1.03867960088692,2.17827800429155,4.12971175166297,0.293062756456866,0.0661210840338637,34.3126385809313,48.5,3,0.4,0.14666,0.4,0.45,0.55,0.35,62.0668
"P08",4,"Sampling","sampling",TRUE,19.444,37.5,65,55,60,0.607,0.192,0.033,0.115,0.732,0.724,0.729,"R7",6.8,28.5,6,0,41.6,40,35,109.35,208.761277179628,9.35024874992462,0.564473299195318,2.91443021603332,1.70080468178493,0.409531206331045,0.375166755213772,56.3643013899049,60.9,3,0.7559,0.129626666666667,0.375,0.35,0.45,0.4,65.9074666666667
"P08",5,"Sampling","sampling",TRUE,33.524,55,65,60,60,0.099,0.839,0.925,0.926,0.01,0.661,0.608,"R1",15.7,51.5,0,0,42.3,45,65,48.85,213.143503950942,15.010002324369,1.33802865329513,2.80383151957885,14.9406467458043,0.40229526048479,0.00418807757303501,23.12730249693,39.3,3,0.6473,0.223493333333333,0.55,0.35,0.4,0.4,61.5301333333333
"P08",6,"Sampling","sampling",TRUE,54.885,30,45,60,65,0.874,0.756,0.974,0.349,0.503,0.623,0.511,"R2",24.5,53.5,0,0,41.2,30,30,23.85,162.377726113744,19.7988697237812,2.44411735121542,3.78801729600662,37.1332774518022,0.481538449610381,0.012281254899859,23.3864207879296,57.5,5,0.5601,0.3659,0.3,0.55,0.4,0.35,60.682
"P08",7,"Sampling","sampling",FALSE,47.456,37.5,30,45,60,0.606,0.702,0.74,0.472,0.415,0.835,0.695,"R3",21.7,53.3,10,0,35.7,35,40,47.01,283.353101491974,18.004679459676,2.79678179498086,6.34476006857014,40.4508719693747,0.46725507630641,0.168785812756282,19.140791152701,73.7,4,0.7251,0.316373333333333,0.375,0.7,0.55,0.4,53.1725333333333
"P08",8,"Sampling","sampling",FALSE,49.113,52.5,65,40,65,0.426,0.452,0.46,0.006,0.045,0.078,0.732,"R7",9.1,40.4,9,0,27.1,30,75,73.59,187.333061201382,12.0477120922299,1.77933070652174,6.79394771445338,24.5108695652174,0.57007965676289,0.116992462754646,42.7989130434783,64.1,0,0.7588,0.32742,0.525,0.35,0.6,0.35,56.9516
"P08",9,"Sampling","sampling",FALSE,36.51,35,55,45,60,0.078,0.366,0.086,0.07,0.474,0.135,0.34,"R1",37.1,51.5,0,0,62.6,30,40,20.63,212.581869865413,17.1718352080657,1.94546705426357,3.23632207868933,25.3875968992248,0.329425568865863,0.00492330214915865,9.98062015503876,60.8,1,0.4056,0.2434,0.35,0.45,0.55,0.4,60.132
"P08",10,"Sampling","sampling",FALSE,43.633,62.5,60,35,60,0.23,0.709,0.045,0.462,0.091,0.342,0.245,"R2",40,54.4,0,0,53.8,70,55,14.62,162.350828829998,17.776373116748,1.44390424076607,1.64665126982349,23.9398084815322,0.222995102992472,0.00752062421728286,5.4719562243502,56.3,1,0.4,0.290886666666667,0.625,0.4,0.65,0.4,52.6822666666667
"P08",11,"Sampling","sampling",FALSE,41.691,67.5,45,45,30,0.421,0.536,0.937,0.172,0.241,0.422,0.956,"R3",20.1,52.2,2,0,34.6,60,75,49.57,277.085304875274,19.7333573327127,1.63529689390883,2.95285800015542,23.6385639370714,0.451674504209238,0.0805995271680553,35.9015732150061,61.6,2,0.9608,0.27794,0.675,0.55,0.55,0.7,44.9412
"P08",12,"Sampling","sampling",TRUE,44.972,37.5,60,65,65,0.841,0.598,0.591,0.9,0.769,0.191,0.149,"R7",11.3,37.7,8,0,29.7,35,40,58.06,182.305978425058,12.3643297594584,1.81298553220806,7.2660447421564,22.3561832586979,0.543245204914701,0.0964518982321472,38.8563554943162,76.1,4,0.4,0.299813333333333,0.375,0.4,0.35,0.35,64.5037333333333
"P08",13,"Sampling","sampling",FALSE,37.962,40,65,60,55,0.313,0.04,0.367,0.007,0.254,0.826,0.868,"R1",41.1,53.6,0,0,57.8,40,40,18.6,212.663780073284,18.7355738120378,1.39990977443609,1.77482039985848,16.9709989258861,0.275884214125869,0.0043585054508888,8.91514500537057,60,1,0.8808,0.25308,0.4,0.35,0.4,0.45,62.9384
"P08",14,"Sampling","sampling",FALSE,44.908,57.5,45,35,60,0.055,0.532,0.186,0.635,0.888,0.327,0.285,"R2",39.8,54.1,0,0,57.5,55,60,14.67,161.965208625705,18.3194742086315,1.52144822888283,1.85300665359735,22.0708446866485,0.276592779131313,0.00793804000012647,8.99182561307902,56.7,2,0.4,0.299386666666667,0.575,0.55,0.65,0.4,50.5122666666667
"P08",15,"Sampling","sampling",TRUE,36.327,40,70,45,30,0.693,0.606,0.599,0.132,0.668,0.398,0.361,"R3",32.2,53,5,0,54.2,40,40,31.19,278.916255150899,13.4690577046818,2.2359,4.2277842550482,28.8461538461538,0.283425068062263,0.0958255857577077,2.62820512820513,86.1,4,0.4253,0.24218,0.4,0.3,0.55,0.7,56.1564
"P08",16,"Optimisation","optimization",FALSE,52.325,70,55,60,55,0.962,0.973,0.554,0.165,0.718,0.725,0.171,"R7",9.8,41.8,12,0,27.4,65,75,70.38,191.181603834735,12.7323225556416,1.96178317703893,14.9121476702372,23.1031543052003,0.613203295363739,0.314282305155361,45.63796533106,62.9,5,0.4,0.348833333333333,0.7,0.45,0.4,0.45,53.0233333333333
"P08",17,"Optimisation","optimization",TRUE,35.227,32.5,65,60,65,0.979,0.701,0.925,0.899,1,0.331,0.186,"R1",37.2,53.5,0,0,43.7,35,30,20.62,212.72694893643,18.2844853220362,2.82139767216295,4.8777779290488,41.5130940834142,0.372439925267161,0.007849173350417,1.7458777885548,29.3,4,0.4,0.234846666666667,0.325,0.35,0.4,0.35,66.8030666666667
"P08",18,"Optimisation","optimization",FALSE,43.043,47.5,65,35,60,1,0.411,0.479,0.182,0.935,0.842,0.535,"R2",15.2,52.7,1,0,81.9,35,60,38.46,162.183467272543,22.0325758948208,0.5748122724909,1.22731781018883,8.47633905356214,0.453846592446177,0.00581024335811576,64.5345813832553,61.9,4,0.5811,0.286953333333333,0.475,0.35,0.65,0.4,56.7609333333333
"P08",19,"Optimisation","optimization",FALSE,38.112,62.5,65,35,65,0.899,0.531,0.934,1,0.425,0.341,0.294,"R3",21.7,52.7,2,0,35.1,65,60,45.99,277.207724090197,20.290223205809,1.65920652173913,13.1123124460096,18.1304347826087,0.4318245855021,0.0676853820854196,31.6521739130435,62,3,0.4,0.25408,0.625,0.35,0.65,0.35,55.4184
"P08",20,"Optimisation","optimization",TRUE,36.726,72.5,65,30,70,0.9,0.728,0.988,0.996,0.681,0.296,0.451,"R7",14,36.1,10,0,38.2,65,80,45.55,177.793120195565,12.1673519404739,1.70473266022827,6.12698262836894,12.9499561018437,0.533442661937538,0.128504950824929,25.153643546971,60.1,4,0.506,0.24484,0.725,0.35,0.7,0.3,53.6032
"P08",21,"Final design","finaldesign",NA,39.051,72.5,70,35,65,0.607,0.192,0.033,0.115,0.732,0.724,0.729,"R1",39.5,53.6,1,0,59.9,75,70,19.42,213.049081679341,20.1248563875492,1.41633950617284,1.90042022876382,19.0329218106996,0.345639446744847,0.00544248321988847,14.1975308641975,59.4,3,0.7561,0.26034,0.725,0.3,0.65,0.35,54.2932
"P09",1,"Sampling","sampling",TRUE,37.319,15,15,15,15,0.007,0.072,0.28,0.417,0.422,0.275,0.922,"R1",30.3,53.5,2,0,68.6,15,15,25.35,213.092424470203,24.1738161745485,1.03191088328076,1.68341399442159,13.7223974763407,0.471956798705335,0.0177967615160153,34.1482649842271,62,0,0.9299,0.248793333333333,0.15,0.85,0.85,0.85,41.0241333333333
"P09",2,"Sampling","sampling",FALSE,44.718,10,20,20,60,0.112,0.568,0.403,0.066,0.035,0.603,0.561,"R2",41,54.1,1,0,56.6,10,10,14.3,162.886779364654,17.1570800592556,1.57370111731844,1.91876513240674,23.463687150838,0.238710988616486,0.0138342153347204,6.42458100558659,56.5,2,0.605,0.29812,0.1,0.8,0.8,0.4,52.0376
"P09",3,"Sampling","sampling",TRUE,40.347,20,50,55,65,0.699,0.286,0.178,0.749,0.207,0.999,0.7,"R3",15.3,51.5,12,0,39.1,20,20,67.77,288.183013564069,19.1451799207,1.44496075538507,6.09094385145644,18.3534966066686,0.69588778533443,0.389452247060665,46.119799350841,65.5,2,0.73,0.26898,0.2,0.5,0.45,0.35,64.6204
"P09",4,"Sampling","sampling",FALSE,53.931,30,60,65,65,0.733,0.221,0.378,0.47,0.649,0.623,0.7,"R7",20.9,44.6,5,0,39.8,20,40,27.24,157.939211522709,15.3008750773055,2.90871953010279,10.5853911817466,43.2452276064611,0.519257495945059,0.150607586221851,15.8590308370044,52.2,3,0.7296,0.35954,0.3,0.4,0.35,0.35,64.8092
"P09",5,"Sampling","sampling",TRUE,38.064,30,80,45,65,0.138,0.083,0.68,0.127,0.623,0.924,0.321,"R1",45.5,53.6,0,0,54.5,15,45,16.83,212.470619577495,13.826930550987,1.56937173396675,1.99238971923017,19.833729216152,0.117386572778872,0.00688043821561473,1.18764845605701,61,3,0.4,0.25376,0.3,0.2,0.55,0.35,66.9248
"P09",6,"Sampling","sampling",FALSE,43.565,20,0,5,50,0.459,0.188,0.254,0.489,0.078,0.529,0.429,"R2",42.6,53.9,3,0,54.2,20,20,13.77,162.802692069158,15.4732931841524,1.5935152394775,1.97206982134432,22.3512336719884,0.160445216767665,0.0278488226757801,2.75761973875181,58.8,1,0.4858,0.290433333333333,0.2,1,0.95,0.5,41.1913333333333
"P09",7,"Sampling","sampling",TRUE,39.725,30,85,65,65,0.297,0.686,0.47,0.958,0.004,0.348,0.389,"R3",27,52,7,0,48.6,15,45,37.27,279.667424713748,17.1818553502809,2.76235461373391,6.07338180141548,43.18669527897,0.445541806793808,0.129487464979838,7.34978540772532,98.2,2,0.45,0.264833333333333,0.3,0.15,0.35,0.35,71.7033333333333
"P09",8,"Sampling","sampling",TRUE,52.536,42.5,95,75,85,0.788,0.22,0.958,0.383,0.596,0.079,0.518,"R7",26.7,45.7,2,0,45.9,25,60,20.73,153.896255783669,10.9408476817484,3.29577820636451,4.5961987106067,53.9054966248795,0.394074597020808,0.181588791680617,3.8572806171649,58.8,3,0.566,0.35024,0.425,0.05,0.25,0.15,75.4952
"P09",9,"Sampling","sampling",FALSE,35.437,45,40,50,75,0.359,0.05,0.688,0.93,0.186,0.515,0.504,"R1",44.3,53.7,2,0,55.2,30,60,17.29,212.693231911335,15.1256889974016,1.60110173410405,2.19957957759385,22.4277456647399,0.221782326126258,0.0189713668347958,3.46820809248555,78.6,2,0.5537,0.236246666666667,0.45,0.6,0.5,0.25,59.2750666666667
"P09",10,"Sampling","sampling",FALSE,44.365,22.5,40,50,55,0.766,0.36,0.021,0.569,0.281,0.333,0.552,"R2",41,54.2,0,0,54.5,25,20,14.24,162.094190334029,17.0335239051083,1.5199058988764,1.79031377466242,22.6123595505618,0.221029198318386,0.00872956907247737,5.33707865168539,56.2,1,0.5972,0.295766666666667,0.225,0.6,0.5,0.45,58.5846666666667
"P09",11,"Sampling","sampling",FALSE,39.917,50,85,60,90,0.264,0.686,0.791,0.468,0.547,0.643,0.297,"R3",25.3,52.8,5,0,47.5,35,65,39.89,280.015019699693,21.6957096148684,1.55086315789474,8.17722396796294,17.4436090225564,0.639532735709708,0.150142087154119,29.1729323308271,63.1,4,0.4,0.266113333333333,0.5,0.15,0.4,0.1,71.6777333333333
"P09",12,"Sampling","sampling",FALSE,35.243,42.5,35,60,40,0.569,0.142,0.28,0.583,0.025,0.151,0.829,"R7",32.3,46.8,5,0,65.4,60,25,18.08,162.408366384503,11.6463917320128,1.90063314917127,2.37769311735479,29.3922651933702,0.312664693999355,0.159546705771521,5.30386740331492,72.4,1,0.8458,0.234953333333333,0.425,0.65,0.4,0.6,53.8009333333333
"P09",13,"Sampling","sampling",FALSE,37.364,37.5,70,80,70,0.891,0.389,0.98,0.627,0.379,0.402,0.977,"R1",44.3,53.5,0,0,55.8,35,40,17.27,212.505587971678,15.3270908052563,1.47469097222222,1.87646670335661,19.3287037037037,0.19130164881473,0.0272938567388658,3.7037037037037,60.1,2,0.9791,0.249093333333333,0.375,0.3,0.2,0.3,71.5181333333333
"P09",14,"Sampling","sampling",FALSE,44.409,37.5,30,50,50,0.504,0.197,0.03,0.182,0.09,0.932,0.646,"R2",42,54.2,0,0,54.6,55,20,13.87,161.866473203673,16.3780460779744,1.5627492795389,1.8677454412109,23.6311239193084,0.198956606581232,0.00679566305688897,4.32276657060519,56.1,2,0.6814,0.29606,0.375,0.7,0.5,0.5,52.5788
"P09",15,"Sampling","sampling",FALSE,41.483,35,60,20,60,0.082,0.646,0.251,0.284,0.225,0.632,0.84,"R3",39.4,53,5,0,56.7,35,35,25.16,275.626419601133,15.0972710447855,2.13202382843527,9.24304225781022,26.131850675139,0.225140042936986,0.126334997826841,3.09769658459095,62,2,0.856,0.276553333333333,0.35,0.4,0.8,0.4,55.4689333333333
"P09",16,"Optimisation","optimization",FALSE,50.593,65,65,55,60,0.655,0.364,0.966,0.559,0.837,0.39,0.039,"R7",21.8,44.9,5,0,47.8,75,55,26.94,163.350674148769,14.3885077132882,3.07160430586488,20.2588110800136,35.1893095768374,0.5595474897416,0.268209160872594,10.913140311804,66.9,3,0.4,0.337286666666667,0.65,0.35,0.45,0.4,56.2542666666667
"P09",17,"Optimisation","optimization",TRUE,32.051,35,75,75,75,0.509,0.731,0.87,1,0.15,0.25,0.55,"R1",31.1,53.4,0,0,72.2,20,50,24.63,212.644663234376,21.1615414328629,1.13026217532468,1.72307677039469,15.1785714285714,0.407398119537711,0.00833590493129952,26.6233766233766,87.3,3,0.5952,0.213673333333333,0.35,0.25,0.25,0.25,73.7265333333333
"P09",18,"Optimisation","optimization",TRUE,31.142,37.5,85,80,90,1,0.216,1,0.152,0.491,0.01,0.639,"R2",6.2,43.6,1,0,92.2,35,40,93.89,162.522007832792,14.1751019168292,0.206256230031949,0.699698238014896,2.06602768903088,0.270078973026363,0.00343348309142803,82.5133120340788,99,3,0.6753,0.207613333333333,0.375,0.15,0.2,0.1,79.3477333333333
"P09",19,"Optimisation","optimization",TRUE,38.523,35,85,90,90,1,0.017,1,0.562,0.494,0.042,0.707,"R3",15.1,52.8,1,0,83,20,50,65.64,275.167421321362,21.0417264539723,0.807604325312214,2.02942007818419,11.2092598233323,0.464936762393262,0.0824101628778712,62.1992080414255,73,3,0.7366,0.25682,0.35,0.15,0.1,0.1,80.8636
"P09",20,"Optimisation","optimization",TRUE,41.008,7.5,65,75,100,1,0.649,0.4,0.62,0.166,0,0.49,"R7",10.3,38.3,1,0,68.3,5,10,53.92,154.628641730121,12.6901644557542,1.17259436410827,2.49137671270318,18.7245087133852,0.384070229913109,0.126050837563706,55.0241008527994,54.6,2,0.5408,0.273386666666667,0.075,0.35,0.25,0,81.0322666666667
"P09",21,"Final design","finaldesign",NA,37.679,20,100,100,90,1,0.216,1,0.152,0.491,0.01,0.639,"R1",42.3,53.6,0,0,57.7,15,25,18.09,212.388780385771,17.7409254977095,1.43345966850829,1.92761196034804,19.3370165745856,0.275162016962975,0.00875824412039086,8.50828729281768,60.7,3,0.6751,0.251193333333333,0.2,0,0,0.1,88.9761333333333
"P10",1,"Sampling","sampling",TRUE,32.208,15,90,90,90,0.58,0.571,0.548,0.748,0.464,0.205,0.093,"R1",35.8,53.8,0,0,62.4,20,10,21.4,212.625532617261,20.1338748977181,1.8529214953271,3.34691722935505,24.8598130841122,0.404492742144833,0.00422756711176341,17.196261682243,52.5,4,0.4,0.21472,0.15,0.1,0.1,0.1,86.7056
"P10",2,"Sampling","sampling",FALSE,43.694,17.5,75,75,75,0.674,0.999,0.727,0.601,0.982,0.006,0.353,"R2",42.2,54.2,0,0,54.7,10,25,13.81,161.629765103467,16.1405069939819,1.51721852387844,1.80261128847969,19.9710564399421,0.189857194531356,0.0142932819510655,3.90738060781476,56.5,4,0.4173,0.291293333333333,0.175,0.25,0.25,0.25,75.6741333333333
"P10",3,"Sampling","sampling",FALSE,40.016,25,45,30,50,0.32,0.896,0.386,0.475,0.269,0.105,1,"R3",35.5,52.9,2,0,58.1,25,25,27.8,274.040425950446,14.4413457568549,2.4988490294752,3.88237689782581,37.9583033788641,0.328942590652718,0.094602420395848,2.65995686556434,94.5,1,0.9996,0.266773333333333,0.25,0.55,0.7,0.5,54.6645333333333
"P10",4,"Sampling","sampling",FALSE,47.621,32.5,65,65,40,0.879,0.572,0.467,0.005,0.4,0.44,0.419,"R7",33.1,48.3,0,0,57.8,45,20,17.1,157.428757043342,11.4345779391924,2.60507368421053,3.98144512451771,32.5146198830409,0.304988406139986,0.146828614241542,3.27485380116959,62.6,3,0.4776,0.317473333333333,0.325,0.35,0.35,0.6,61.1505333333333
"P10",5,"Sampling","sampling",FALSE,34.265,35,65,55,70,0.581,0.909,0.675,0.32,0.423,0.392,0.934,"R1",44.9,53.5,0,0,55.3,35,35,17.06,212.759126894882,14.3949574105025,1.51139344262295,1.92307708466389,19.4379391100703,0.184536900004391,0.00412188121593091,2.2248243559719,59.5,3,0.9402,0.228433333333333,0.35,0.35,0.45,0.3,66.4313333333333
"P10",6,"Sampling","sampling",FALSE,44.423,30,70,65,60,0.027,0.233,0.505,0.9,0.717,0.617,0.514,"R2",41.5,54.2,2,0,55.5,30,30,14.03,161.772723379022,16.8859399999255,1.5559415954416,1.86353274036836,23.6467236467236,0.221384862217433,0.00623042308695187,5.41310541310541,56.2,3,0.563,0.296153333333333,0.3,0.3,0.35,0.4,67.0769333333333
"P10",7,"Sampling","sampling",FALSE,32.543,42.5,90,70,60,0.719,0.911,0.835,0.532,0.105,0.541,0.353,"R3",24,53.1,5,0,38.1,30,55,41.1,274.371793427204,22.0198404551448,1.7649596107056,8.45214102976094,18.6374695863747,0.40159387902405,0.233435107339618,36.8856447688564,33.1,4,0.4178,0.216953333333333,0.425,0.1,0.3,0.4,71.1609333333333
"P10",8,"Sampling","sampling",FALSE,45.242,22.5,55,60,60,0.433,0.357,0.827,0.975,0.253,0.194,0.673,"R7",32.2,50.3,4,0,56.5,25,20,17.58,157.17068037624,12.3281295377052,2.43295227272727,3.50013645422803,37.6136363636364,0.318989248941274,0.160161283317493,3.18181818181818,75.5,1,0.7058,0.301613333333333,0.225,0.45,0.4,0.4,64.4677333333333
"P10",9,"Sampling","sampling",FALSE,44.289,30,65,55,55,0.976,0.784,0.794,0.109,0.921,0.132,0.542,"R1",31.2,47.3,0,0,56.2,20,40,24.52,212.633497145204,10.5470449713616,2.6850162999185,3.74784449387175,40.9942950285249,0.343635755453845,0.00611621182222962,0.162999185004075,91.7,4,0.5883,0.29526,0.3,0.35,0.45,0.45,63.0948
"P10",10,"Sampling","sampling",FALSE,48.287,60,75,60,65,0.545,0.835,0.191,0.262,0.503,0.939,0.78,"R2",33.4,50.3,1,0,56.8,65,55,17.48,162.181252284107,15.1603133090095,2.224792,3.23658970903485,32.9142857142857,0.342106081362967,0.0209602310276765,5.6,72,4,0.8022,0.321913333333333,0.6,0.25,0.4,0.35,61.5617333333333
"P10",11,"Sampling","sampling",FALSE,37.567,70,30,40,20,0.081,0.487,0.294,0.76,0.225,0.39,0.253,"R3",22.8,53.3,10,0,40.3,70,70,47.15,297.936176504139,19.9619900244989,2.47299024597116,9.22414872021768,30.2374893977947,0.650001164418043,0.138639836221858,16.793893129771,52.2,1,0.4,0.250446666666667,0.7,0.7,0.6,0.8,38.9910666666667
"P10",12,"Sampling","sampling",FALSE,38.003,52.5,15,30,10,0.785,0.364,0.208,0.078,0.43,0.861,0.168,"R7",21,49.9,8,0,50.9,60,45,27.62,161.58183190056,17.7907084741175,1.92287409551375,9.08351080926528,24.3125904486252,0.555736998743791,0.138305956093447,28.7988422575977,11.2,2,0.4,0.253353333333333,0.525,0.85,0.7,0.9,35.4329333333333
"P10",13,"Sampling","sampling",FALSE,37.394,35,60,65,60,0.766,0.412,0.16,0.341,0.802,0.226,0.114,"R1",44.6,53.6,1,0,55.1,35,35,17.14,212.572989571235,15.2521331589301,1.47163053613054,1.88374443949356,19.5804195804196,0.179586792412798,0.00638672285526013,3.37995337995338,59.2,2,0.4,0.249293333333333,0.35,0.4,0.35,0.4,65.0141333333333
