"participant","round","Phase","PhaseBO","isPareto","energy","taskload","accInformed","accPleasant","accGlance","size_leaf","size_score","size_feedback","size_speed","size_accel","size_labels","opacity","routeCode","avgSpeedKmh","maxSpeedKmh","collisions","maxStuckS","avgEcoScore","tlxMental","tlxDistraction","drivingTimeS","distanceM","sdSpeedKmh","meanAbsAccel","sdAccel","pctHarshAccel","sdThrottle","sdSteer","pctStopped","finalEcoScore","nVisible","speed_alpha","energy_n","taskload_n","accInformed_n","accPleasant_n","accGlance_n","overallQuality"
"P01",1,"Sampling","sampling",FALSE,27.867,60,20,60,60,0.809,0.429,0.885,0.564,0.35,0.863,0.034,"R1",10.7,46,1,0,55.8,60,60,71.34,213.315266436576,13.96166011565,1.09570936098655,2.1910428376545,10.2298206278027,0.293100112029013,0.0175538221922158,34.2208520179372,23.3,3,0.4,0.18578,0.6,0.8,0.4,0.4,52.2844
"P01",2,"Sampling","sampling",TRUE,34.608,25,70,80,65,0.176,0.008,0.82,0.232,0.372,0.801,0.535,"R2",28,47.3,0,0,68.9,20,30,20.86,162.252479881594,16.899510140146,0.919500957854406,1.108878505994,3.06513409961686,0.238752956647302,0.0194120227548323,12.9310344827586,87,2,0.5811,0.23072,0.25,0.3,0.2,0.35,73.3856
"P01",3,"Sampling","sampling",FALSE,31.912,55,35,35,55,0.098,0.609,0.673,0.573,0.557,0.48,0.332,"R3",16.7,43.4,3,0,39.9,75,35,59.17,275.370655382138,13.8865878086831,1.68601419398445,2.76658330238296,17.7086853666779,0.281333488392434,0.296721629541294,14.0925988509632,41.8,4,0.4,0.212746666666667,0.55,0.65,0.65,0.45,49.7450666666667
"P01",4,"Sampling","sampling",FALSE,35.573,47.5,10,15,55,0.457,0.849,0.551,0.019,0.987,0.53,0.947,"R7",13.9,49.8,20,0,29.6,85,10,135.74,523.641505160041,11.9068820204404,2.00187669416618,6.42593200670721,22.5397760754272,0.568625853897743,0.280003577855038,16.0135533294048,41.4,4,0.9524,0.237153333333333,0.475,0.9,0.85,0.45,41.7569333333333
"P01",5,"Sampling","sampling",TRUE,38.803,37.5,75,75,75,0.864,0.723,0.311,0.155,0.893,0.126,0.684,"R1",11.7,46.2,0,0,53.4,45,30,65.75,213.110274479974,15.0447905833602,1.25878375912409,2.50572510005901,15.0851581508516,0.365323019025957,0.00885873903178132,47.2019464720195,53.8,3,0.7155,0.258686666666667,0.375,0.25,0.25,0.25,72.3262666666667
"P01",6,"Sampling","sampling",FALSE,40.108,37.5,40,55,65,0.611,0.65,0.045,0.509,0.199,0.467,0.439,"R2",33.5,51.1,0,0,64.5,35,40,17.46,162.693117627361,17.0165622229129,1.22461327231121,1.38998837937787,8.5812356979405,0.244839774303969,0.0204852682005178,9.1533180778032,61.7,3,0.4948,0.267386666666667,0.375,0.6,0.45,0.35,59.1522666666667
"P01",7,"Sampling","sampling",FALSE,34.943,27.5,40,10,35,0.021,0.995,0.086,0.522,0.897,0.102,0.912,"R3",16.1,47.3,5,0,31.3,40,15,63.4,283.171379333099,14.6617622408311,1.78222768842636,3.37419195300977,20.9082308420057,0.391776368658365,0.162888821886234,31.4727215389467,43.7,2,0.9209,0.232953333333333,0.275,0.6,0.9,0.65,46.8409333333333
"P01",8,"Sampling","sampling",FALSE,36.221,42.5,40,20,50,0.085,0.529,0.722,0.269,0.706,0.534,1,"R7",9.5,37.2,2,0,30.2,45,40,61.76,163.683363131683,9.51616702982001,1.3935003238342,2.96309790026218,11.0751295336788,0.296942182766118,0.337431503832005,27.3963730569948,36.8,4,0.9996,0.241473333333333,0.425,0.6,0.8,0.5,48.6705333333333
"P01",9,"Sampling","sampling",TRUE,31.014,32.5,65,90,85,0.953,0.666,0.066,0.773,0.382,0.595,0.582,"R1",26.4,45.9,0,0,53.8,45,20,28.96,212.718102000743,18.1864800168433,1.67366735679779,2.80632666019175,19.1856452726018,0.325405606617997,0.0079658516555632,17.3913043478261,49.2,3,0.624,0.20676,0.325,0.35,0.1,0.15,77.3648
"P01",10,"Sampling","sampling",FALSE,38.327,42.5,55,35,40,0.41,0.625,0.877,0.696,0.101,0.354,0.402,"R2",36.4,53.2,2,0,56.6,45,40,16.04,162.442991279314,18.7695609468885,1.55936363636364,2.00385522190588,25.653798256538,0.306193631325891,0.0194565501215774,11.332503113325,76.9,2,0.4622,0.255513333333333,0.425,0.45,0.65,0.6,52.3897333333333
"P01",11,"Sampling","sampling",FALSE,35.791,52.5,30,10,40,0.168,0.912,0.299,0.766,0.578,0.721,0.337,"R3",20.5,47.7,2,0,40.5,70,35,48.47,275.559298262985,15.32760986638,2.0466051980198,3.25748404232731,25.9488448844884,0.350473393259905,0.273792412914568,12.7062706270627,45.8,3,0.4034,0.238606666666667,0.525,0.7,0.9,0.6,40.7278666666667
"P01",12,"Sampling","sampling",FALSE,53.638,50,35,65,60,0.998,0.764,0.411,0.998,0.208,0.235,0.678,"R7",10.3,38.9,10,0,18.8,60,40,69.62,199.216029899137,10.1443170096359,2.35321137277427,7.65953632698697,33.4865020103389,0.555488258700282,0.270987739236066,30.7581849511775,41.6,2,0.7104,0.357586666666667,0.5,0.65,0.35,0.4,54.8482666666667
"P01",13,"Sampling","sampling",FALSE,43.628,47.5,40,40,50,0.99,0.532,0.696,0.129,0.932,0.548,0.872,"R1",22.3,51,1,0,32.9,40,55,34.42,213.054145800625,17.5724280697851,2.91093201626961,5.03229336603451,42.7077280650784,0.466498042183689,0.0128087057657746,17.0249854735619,49.2,5,0.8845,0.290853333333333,0.475,0.6,0.6,0.5,50.6829333333333
"P01",14,"Sampling","sampling",TRUE,27.736,35,70,80,70,0.08,0.224,0.546,0.658,0.353,0.291,0.112,"R2",30,37.6,0,0,68,35,35,19.5,162.513058515685,11.3071214675838,1.09300205128205,1.49787942929528,13.7435897435897,0.167810634325679,0.0197380145171691,6.25641025641026,83.9,1,0.4,0.184906666666667,0.35,0.3,0.2,0.3,73.3018666666667
"P01",15,"Sampling","sampling",FALSE,34.898,27.5,30,25,20,0.032,0.253,0.402,0.459,0.992,0.43,0.298,"R3",13.3,52.3,5,0,29.6,30,25,78,287.620872758032,17.1721696482434,1.46502717948718,3.41681041526296,18.5384615384615,0.485433656560309,0.217465308110855,43.3589743589744,47.4,1,0.4,0.232653333333333,0.275,0.7,0.75,0.8,44.8469333333333
"P01",16,"Optimisation","optimization",FALSE,41.581,40,70,80,45,0.896,0.737,0.007,0.485,0.628,0.427,0.83,"R7",18.3,44,3,0,41.5,40,40,32.25,163.656041534206,12.5274235863487,2.29457718536888,4.38375878383864,30.2541847489151,0.380650720065488,0.348198353304027,13.3911965282083,49.9,3,0.8469,0.277206666666667,0.4,0.3,0.2,0.55,65.4558666666667
"P01",17,"Optimisation","optimization",FALSE,38.387,40,40,70,40,0.943,0.571,0,0.734,0.385,0.761,0.189,"R1",25.1,54.3,0,0,36.4,40,40,30.53,212.882169931239,22.0813081017451,1.84955926653569,3.25235589623793,26.5225933202358,0.460235684252916,0.0116733487229881,28.7491814014407,51.4,3,0.4,0.255913333333333,0.4,0.6,0.3,0.6,56.8817333333333
"P01",18,"Optimisation","optimization",FALSE,52.667,40,25,75,55,0.915,0.635,0.16,0.424,0.631,0.104,0.604,"R2",17.7,53.6,1,0,26.7,35,45,33.15,162.577302518304,20.8197523103806,1.78406453558504,17.8619562496792,20.627261761158,0.467199834018939,0.016781490670032,46.562123039807,47.4,3,0.6438,0.351113333333333,0.4,0.75,0.25,0.45,55.9777333333333
"P01",19,"Optimisation","optimization",FALSE,34.16,37.5,55,65,65,1,0.894,0,0.81,0.473,0.532,0.602,"R3",27.1,49.7,4,0,44.3,35,40,36.92,277.274906672434,18.7993788115574,2.20928548212351,17.3970380108735,25.0270855904659,0.442180392639084,0.142351744454686,23.8894907908992,49.3,4,0.6414,0.227733333333333,0.375,0.45,0.35,0.35,64.9453333333333
"P01",20,"Optimisation","optimization",FALSE,35.759,35,65,90,65,1,0.619,0.098,0.843,0.312,0.661,0.624,"R7",11.8,37.5,1,0,29.2,35,35,48,158.199304975762,9.97287370609177,1.75668263223657,4.03349594912017,18.2007496876302,0.275300754537866,0.380076541399162,16.3265306122449,51.2,3,0.6619,0.238393333333333,0.35,0.35,0.1,0.35,72.2321333333333
"P01",21,"Final design","finaldesign",NA,44.355,52.5,70,60,50,0.953,0.666,0.066,0.773,0.382,0.595,0.582,"R1",22.2,51.9,4,0,45.7,40,65,34.71,213.587734618767,16.9299216112644,2.27494585253456,8.19903652780148,32.1428571428571,0.397706610892069,0.0252567448299362,14.1705069124424,53.1,3,0.6238,0.2957,0.525,0.3,0.4,0.5,59.586
"P02",1,"Sampling","sampling",TRUE,39.567,40,75,75,70,0.597,0.858,0.569,0.221,0.266,0.244,0.506,"R1",9,53.5,0,0,85.6,40,40,85.15,212.736661181681,18.9984736529656,0.339263738844528,0.982234025307708,4.5091592296853,0.390326666041449,0.00738618113373124,79.9906059182715,51.5,3,0.5558,0.26378,0.4,0.25,0.25,0.3,70.7244
"P02",2,"Sampling","sampling",FALSE,44.861,40,75,80,75,0.095,0.06,0.645,0.5,0.444,0.065,0.25,"R2",40.7,53.9,0,0,50.9,40,40,14.38,162.277241954508,17.4913303194746,1.5778331015299,1.92323289913376,24.0611961057024,0.253089465693419,0.0149891322950735,7.09318497913769,45.7,1,0.4,0.299073333333333,0.4,0.25,0.2,0.25,72.0185333333333
"P02",3,"Sampling","sampling",TRUE,41.672,37.5,60,65,70,0.843,0.058,0.02,0.411,0.032,0.551,0.564,"R3",18.3,53.2,7,0,29.4,30,45,58.45,296.839200098237,20.1501603109181,1.76289394457749,3.63143995772502,23.742730071844,0.625872307587487,0.317093816823183,35.0667122819022,42.9,2,0.6077,0.277813333333333,0.375,0.4,0.35,0.3,65.9437333333333
"P02",4,"Sampling","sampling",FALSE,58.544,30,60,65,60,0.723,0.918,0.098,0.94,0.711,0.836,0.009,"R7",13,43.8,3,0,31,30,30,43.4,157.122723193278,11.521626649721,2.66576830953478,8.37962433500334,43.98894518655,0.406529495939133,0.343075218752779,23.1690465223399,42.4,4,0.4,0.390293333333333,0.3,0.4,0.35,0.4,63.1941333333333
"P02",5,"Sampling","sampling",TRUE,37.152,27.5,65,75,55,0.89,0.508,0.988,0.122,0.741,0.275,0.656,"R1",39.9,53.6,0,0,52.8,35,20,19.2,212.805749941792,19.8512222675571,1.30805202913632,1.77291409641793,17.7939646201873,0.339053106742608,0.0149843903633488,13.5275754422477,48.3,4,0.6903,0.24768,0.275,0.35,0.25,0.45,68.5464
"P02",6,"Sampling","sampling",FALSE,45.428,50,75,80,60,0.738,0.121,0.842,0.491,0.627,0.52,0.842,"R2",36.3,54.1,0,0,56.9,35,65,16.11,162.372052164674,19.0634161713057,1.49634243176179,1.84067719229288,21.0918114143921,0.367642601042955,0.0219763356087456,13.6476426799007,45.7,4,0.8574,0.302853333333333,0.5,0.25,0.2,0.4,66.9429333333333
"P02",7,"Sampling","sampling",FALSE,45.61,32.5,70,90,85,0.651,0.131,0.335,0.001,0.6,0.953,0.476,"R3",19.3,52.3,8,0,31.1,30,35,56.53,302.461135807916,17.4483752448978,2.71306720905554,4.96977880656237,42.3063318004952,0.594192243920156,0.282211738967444,23.7707817474354,26.1,3,0.5288,0.304066666666667,0.325,0.3,0.1,0.15,76.4186666666667
"P02",8,"Sampling","sampling",FALSE,44.176,22.5,65,65,55,0.458,0.524,0.888,0.799,0.333,0.197,0.521,"R7",8.2,50.5,16,0,22.2,40,5,94.61,215.960225948457,14.1280404351415,1.47983449587825,6.29098478987836,19.6153033185373,0.703715042866029,0.363477762165492,57.4085816952019,10.8,2,0.5686,0.294506666666667,0.225,0.35,0.35,0.45,66.6098666666667
"P02",9,"Sampling","sampling",TRUE,42.631,20,70,100,100,0.595,0.671,0.329,0.756,0.46,0.675,0.862,"R1",41.6,53.6,7,0,52.9,20,20,18.67,215.541028431515,16.6523028799928,1.83894646680942,3.97114574822632,21.7344753747323,0.261193730411908,0.0472843535402085,7.49464668094218,57.5,3,0.8761,0.284206666666667,0.2,0.3,0,0,84.3158666666667
"P02",10,"Sampling","sampling",FALSE,54.378,20,75,85,80,0.939,0.952,0.578,0.92,0.412,0.516,0.476,"R2",22.7,54.2,3,0,34.1,20,20,31.31,197.449493189878,20.4308325008025,2.56958620689655,16.9393450571292,30.0127713920817,0.785543930487811,0.0269916271759187,19.4125159642401,65,4,0.5282,0.36252,0.2,0.25,0.15,0.2,76.7496
"P02",11,"Sampling","sampling",TRUE,44.028,22.5,75,90,90,0.195,0.369,0.771,0.665,0.569,0.481,0.46,"R3",26.7,52.8,14,0,40.6,20,25,42.85,318.055794598143,19.3725383961897,2.38931777881475,9.90259095503408,30.8912739150723,0.631964384498647,0.282045795718947,14.9790013999067,49.2,3,0.5138,0.29352,0.225,0.25,0.1,0.1,80.6296
"P02",12,"Sampling","sampling",FALSE,45.519,25,70,85,85,0.562,0.939,0.574,0.762,0.093,0.549,0.033,"R7",18.2,49,11,0,29.8,20,30,57.12,289.743322916048,14.8785483354335,3.25726076303815,9.25915497668562,47.1823591179559,0.647937930602453,0.436671566730758,15.2257612880644,2.4,4,0.4,0.30346,0.25,0.3,0.15,0.15,76.9308
"P02",13,"Sampling","sampling",TRUE,37.952,60,70,80,80,0.257,0.993,0.846,0.004,0.304,0.384,0.71,"R1",41.8,53.6,0,0,50.1,40,80,18.32,212.669528263181,18.0536329205982,1.45759388646288,1.91386838854618,18.8864628820961,0.283689835989735,0.0141776387532802,8.95196506550218,38,2,0.7393,0.253013333333333,0.6,0.3,0.2,0.2,68.9397333333333
"P02",14,"Sampling","sampling",FALSE,44.151,32.5,75,85,85,0.714,0.397,0.93,0.929,0.289,0.762,0.266,"R2",38,54,2,0,53.9,40,25,15.37,162.371948437309,19.7898243681484,1.406755526658,1.77602305398179,21.8465539661899,0.327833137736234,0.0215681187828861,12.8738621586476,44.8,3,0.4,0.29434,0.325,0.25,0.15,0.15,76.6132
"P02",15,"Sampling","sampling",FALSE,54.6,65,70,40,40,0.646,0.799,0.924,0.642,0.175,0.519,0.458,"R3",14.7,52.4,14,0,27.4,60,70,80.26,326.917961019359,17.0436908612988,2.32484475454772,11.1419271504045,29.7283827560429,0.689195497046084,0.366372270806149,36.3070022427112,79.5,4,0.5121,0.364,0.65,0.3,0.6,0.6,49.72
"P02",16,"Optimisation","optimization",TRUE,43.924,35,75,75,70,0.619,0.815,0.413,0.944,0.657,0.677,0.896,"R7",8.8,50.4,9,0,54.5,35,35,70.77,172.768877361112,14.7038558930919,1.28998671941226,5.34766535830095,15.3433173212772,0.489317469335956,0.281121653049896,61.0341904492795,16.2,4,0.9067,0.292826666666667,0.35,0.25,0.25,0.3,71.1434666666667
"P02",17,"Optimisation","optimization",TRUE,37.884,50,60,70,100,0.252,0.47,0.735,0.674,0.47,0.753,0.865,"R1",37.9,53.7,0,0,54.2,40,60,20.23,212.658796245712,21.1528830193563,1.28572529644269,1.78265622883026,16.501976284585,0.37243544714475,0.0165493942831822,17.3913043478261,46.4,4,0.8783,0.25256,0.5,0.4,0.3,0,70.9488
"P02",18,"Optimisation","optimization",FALSE,52.733,12.5,85,80,100,0.254,0.285,0.708,0.721,0.609,0.371,0.326,"R2",13.4,53.7,15,0,26.1,15,10,72.28,268.925382393674,17.5048303991287,1.98070318118949,12.5209448063539,22.3513139695712,0.803780056991629,0.126074134129267,41.0788381742739,77.1,2,0.4,0.351553333333333,0.125,0.15,0.2,0,83.4689333333333
"P02",19,"Optimisation","optimization",TRUE,45.152,0,100,100,100,0.646,0.461,0.279,0.716,0.422,0.823,0.845,"R3",13.6,49.9,10,0,31.4,0,0,77.82,293.333559742278,16.3989916840171,1.9533143150861,6.88757264390297,24.9036237471087,0.636493359955395,0.220223928683777,42.9966589565664,43.8,2,0.8605,0.301013333333333,0,0,0,0,93.9797333333333
"P02",20,"Optimisation","optimization",FALSE,52.931,15,65,100,100,0.257,0.435,0.26,0.743,0.417,0.737,0.904,"R7",9,44.1,8,0,26.5,15,15,73.1,183.730784988236,10.2914086848453,2.38590697674419,4.11607997284441,38.90560875513,0.500618697224257,0.335512155660564,35.5950752393981,23.3,1,0.914,0.352873333333333,0.15,0.35,0,0,82.9425333333333
"P02",21,"Final design","finaldesign",NA,38.678,0,100,100,100,0.646,0.461,0.279,0.716,0.422,0.823,0.845,"R1",25.8,53.5,0,0,63.6,0,0,29.73,212.685445461762,24.3625590043507,1.02764559515804,1.70388808016392,15.4001344989913,0.480320258922931,0.0125389239658157,39.3409549428379,43.1,2,0.8605,0.257853333333333,0,0,0,0,94.8429333333333
"P03",1,"Sampling","sampling",TRUE,37.374,50,90,90,85,0.338,0.998,0.991,0.384,0.643,0.844,0.265,"R1",5.8,38.9,4,0,22.3,25,75,132.06,213.326753203321,10.63432632725,0.98129925791307,2.44048424540044,12.8426472815387,0.325573994985544,0.016439705393833,68.7414811449341,22.1,4,0.4,0.24916,0.5,0.1,0.1,0.15,78.0168
"P03",2,"Sampling","sampling",FALSE,51.805,47.5,60,50,40,0.468,0.4,0.137,0.031,0.87,0.5,0.74,"R2",23.8,50.7,3,0,58.1,70,25,25.26,167.057536583794,19.8493328156863,1.73954077593032,7.46007983608292,21.6152019002375,0.581299365190449,0.0217630781195892,30.166270783848,63.5,3,0.7661,0.345366666666667,0.475,0.4,0.5,0.6,53.5926666666667
"P03",3,"Sampling","sampling",TRUE,34.808,30,80,90,25,0.956,0.026,0.475,0.297,0.443,0.608,0.123,"R3",15.4,47.2,4,0,37.9,40,20,68.39,292.054695606396,17.1400448987551,1.24502894736842,2.69783513364171,12.4269005847953,0.4849578223098,0.195593377031039,38.6549707602339,78.4,3,0.4,0.232053333333333,0.3,0.2,0.1,0.75,68.3589333333333
"P03",4,"Sampling","sampling",FALSE,44.046,40,65,70,60,0.833,0.616,0.433,0.138,0.114,0.732,0.902,"R7",6.2,29.5,13,0,20,40,40,112.56,195.932258337587,7.93991675443256,1.67286054361343,5.81532923298216,23.1124533664949,0.510527095405784,0.244528103998195,41.126310179428,49.5,3,0.9118,0.29364,0.4,0.35,0.3,0.4,65.1272
"P03",5,"Sampling","sampling",TRUE,37.901,10,95,90,100,0.792,0.294,0.343,0.25,0.232,0.806,0.526,"R1",20.5,48.1,1,0,44.9,15,5,37.35,212.920358707594,17.3254641943473,2.0360829764454,3.4756472897693,29.8179871520343,0.407375561413358,0.00913133846270001,27.6231263383298,50.1,2,0.573,0.252673333333333,0.1,0.05,0.1,0,89.9465333333333
"P03",6,"Sampling","sampling",FALSE,58.426,47.5,90,65,90,0.37,0.25,0.997,0.765,0.087,0.179,0.851,"R2",18.7,51.7,1,0,38.3,40,55,34.21,177.245752455928,18.3833314086274,1.95235300993571,12.5387901445791,28.6966686148451,0.584556982852104,0.101943016717842,28.8720046756283,57.4,1,0.8656,0.389506666666667,0.475,0.1,0.35,0.1,71.7098666666667
"P03",7,"Sampling","sampling",TRUE,39.222,25,90,95,90,0.819,0.08,0.623,0.832,0.869,0.923,0.979,"R3",10.2,51.1,3,0,26.2,20,30,100.76,286.560765540664,15.2377248083158,1.46588013494741,3.33970644192171,21.8297281206589,0.45778330575768,0.198400561528655,50.2480650922802,39,4,0.9815,0.26148,0.25,0.1,0.05,0.1,84.7704
"P03",8,"Sampling","sampling",FALSE,38.45,32.5,70,60,55,0.491,0.087,0.916,0.25,0.073,0.511,0.817,"R7",6.8,37.5,7,0,20.4,35,30,103.22,196.597822411043,9.72158662748791,1.43057729562185,3.62705653897234,20.4571871367687,0.462013372136713,0.224034203451911,52.6540100736149,11.6,3,0.8351,0.256333333333333,0.325,0.3,0.4,0.45,65.3733333333333
"P03",9,"Sampling","sampling",TRUE,43.845,55,100,70,45,0.871,0.701,0.284,0.719,0.544,0.259,0.619,"R1",24.1,50.4,2,0,41.4,55,55,31.8,213.092289628262,16.3710640136038,2.72947610062893,4.28307078017676,39.811320754717,0.395282927486564,0.0123436667879515,12.5786163522013,44.4,3,0.6574,0.2923,0.55,0,0.3,0.55,66.154
"P03",10,"Sampling","sampling",FALSE,46.413,50,80,65,45,0.573,0.935,0.355,0.41,0.64,0.787,0.956,"R2",30.9,51.3,1,0,64.1,40,60,18.92,162.389127530641,18.1009012382314,1.72927695560254,2.66011990251051,23.1501057082452,0.380409693996379,0.0205610860147779,16.9133192389006,65.7,4,0.9603,0.30942,0.5,0.2,0.35,0.55,61.8116
"P03",11,"Sampling","sampling",TRUE,36.503,52.5,85,60,45,0.617,0.791,0.468,0.373,0.265,0.126,0.543,"R3",22.1,48.7,4,0,44.5,40,65,45.4,278.592561995555,17.0482964410014,2.07495552619991,3.46184404546796,30.6472919418758,0.409787883660357,0.251958800170693,22.809335094672,48.5,3,0.5885,0.243353333333333,0.525,0.15,0.4,0.55,62.6329333333333
"P03",12,"Sampling","sampling",FALSE,51.499,42.5,75,60,45,0.104,0.583,0.862,0.322,0.92,0.012,0.731,"R7",15.6,38.8,3,0,29.4,40,45,38.08,165.745856321432,10.7310675824556,3.06927296587927,4.06123467415234,57.007874015748,0.428885473651478,0.358464094255568,12.8083989501312,42.1,3,0.7581,0.343326666666667,0.425,0.25,0.4,0.55,60.6334666666667
"P03",13,"Sampling","sampling",FALSE,36.19,32.5,45,45,35,0.167,0.65,0.292,0.536,0.993,0.55,0.037,"R1",25.3,52.3,1,0,50.1,40,25,30.25,212.853117559063,21.0344709533884,1.84459286186385,3.28896258222557,26.6358228684732,0.467850032835401,0.01322803948498,31.72504957039,36.1,3,0.4,0.241266666666667,0.325,0.55,0.55,0.65,53.6746666666667
"P03",14,"Sampling","sampling",TRUE,34.893,27.5,60,55,45,0.858,0.812,0.434,0.463,0.424,0.801,0.266,"R2",30.8,48.9,1,0,69.6,30,25,19.02,162.494851168097,17.422137088688,1.42375945378151,1.97517286212418,19.0126050420168,0.352708486594317,0.0222832076964858,17.5420168067227,83,3,0.4,0.23262,0.275,0.4,0.45,0.55,61.8476
"P03",15,"Sampling","sampling",FALSE,38.208,52.5,75,60,45,0.979,0.658,0.619,0.823,0.348,0.466,0.383,"R3",16.3,49.1,3,0,35.1,40,65,63.35,286.688052350732,17.5267335734309,1.83355113636364,4.72760929511743,27.1780303030303,0.504296248584831,0.215441216316865,40.3724747474747,37.7,4,0.4451,0.25472,0.525,0.25,0.4,0.55,60.4056
"P03",16,"Optimisation","optimization",FALSE,44.216,17.5,55,55,85,0.883,0.274,0.281,0.483,0.082,0.904,0.554,"R7",13,42.8,6,0,27.7,25,10,49.31,178.62011986619,12.343082861051,2.69263909164639,5.4902175103895,48.2968369829684,0.505911493884126,0.332825944112667,22.7493917274939,14.5,2,0.5983,0.294773333333333,0.175,0.45,0.45,0.15,69.6045333333333
"P03",17,"Optimisation","optimization",TRUE,32.546,57.5,55,45,35,0.419,0.328,0.196,0.255,0.268,0.784,0.315,"R1",18.6,52.4,2,0,44.1,55,60,41.66,215.20133089334,19.6788088050504,1.79871051368219,3.61373304554429,24.7719635141623,0.516675083108836,0.0145248939835235,35.2376380220835,21.8,1,0.4,0.216973333333333,0.575,0.45,0.55,0.65,51.1605333333333
"P03",18,"Optimisation","optimization",FALSE,42.033,32.5,80,70,65,0.795,0.211,0.395,0.738,0.707,0.87,0.435,"R2",32.7,52.8,0,0,63.9,25,40,17.9,162.225218833403,19.1111953886788,1.25979553072626,1.60258824501149,15.5307262569832,0.351666984772414,0.0115749828601564,16.6480446927374,45.9,3,0.4912,0.28022,0.325,0.2,0.3,0.35,70.8956
"P03",19,"Optimisation","optimization",FALSE,42.073,12.5,80,85,85,0.775,0.247,0.399,0.183,0.103,0.86,0.452,"R3",14.6,47,5,0,29.4,10,15,67.68,274.201888211231,14.4913461923022,2.25018345642541,3.57680784694049,38.5228951255539,0.434673550417033,0.0770967757196667,31.7872968980798,57.2,2,0.5072,0.280486666666667,0.125,0.2,0.15,0.15,81.8902666666667
"P03",20,"Optimisation","optimization",FALSE,48.667,15,90,90,90,0.841,0.127,0.457,0.252,0.453,0.847,0.53,"R7",12.5,38.2,0,0,27.8,15,15,45.59,158.872943827042,11.580495962547,2.4208350877193,5.80299383560618,42.8947368421053,0.422735405918056,0.15011056716481,29.6929824561403,37,2,0.5774,0.324446666666667,0.15,0.1,0.1,0.1,84.5110666666667
"P03",21,"Final design","finaldesign",NA,44.105,7.5,85,90,90,0.792,0.294,0.343,0.25,0.232,0.806,0.526,"R1",18.7,50,1,0,56,5,10,40.98,213.291466317606,20.0064469867753,1.67531658536585,3.02449458251627,26.3414634146341,0.459491603208414,0.00570469638183847,39.9512195121951,64.5,2,0.5734,0.294033333333333,0.075,0.15,0.1,0.1,85.6193333333333
"P04",1,"Sampling","sampling",FALSE,33.618,32.5,15,55,80,0.451,0.192,0.01,0.088,0.438,0.035,0.789,"R1",7.5,39.9,1,0,54.4,50,15,102.76,213.685734986916,11.0600014076938,1.10174017127287,2.42780158567285,12.3588945114831,0.31504517125524,0.0170648232936346,58.3300895289996,48.5,0,0.8097,0.22412,0.325,0.85,0.45,0.2,59.0176
"P04",2,"Sampling","sampling",FALSE,38.514,25,60,60,75,0.394,0.912,0.563,0.039,0.725,0.12,0.91,"R2",21.3,45.6,0,0,62.6,35,15,27.41,162.290089567062,17.360097494028,1.3338519328957,2.2542927264263,10.7221006564551,0.317085692468205,0.00747590769799904,25.674690007294,86.7,3,0.9193,0.25676,0.25,0.4,0.4,0.25,68.8648
"P04",3,"Sampling","sampling",FALSE,27.15,30,50,60,45,0.656,0.965,0.261,0.491,0.974,0.485,0.017,"R3",15.3,39.2,6,0,46.6,20,40,68.09,289.843956247559,13.3017385928111,1.15754713656388,4.31808886380607,6.31424375917768,0.366321192469519,0.0662715730800935,26.431718061674,74.7,4,0.4,0.181,0.3,0.5,0.4,0.55,61.38
"P04",4,"Sampling","sampling",TRUE,20.876,10,55,45,90,0.597,0.084,0.108,0.751,0.396,0.888,0.177,"R7",11.4,26.8,2,0,40,10,10,50.45,160.489046260268,8.62962668766089,0.849746333729687,1.69979729911058,2.17994451050337,0.214326406629057,0.120900168382422,27.3087594133967,60.8,2,0.4,0.139173333333333,0.1,0.45,0.55,0.1,73.2165333333333
"P04",5,"Sampling","sampling",FALSE,29.8,22.5,65,65,60,0.283,0.208,0.184,0.387,0.881,0.84,0.25,"R1",17.1,39.5,2,0,45.9,30,15,44.87,213.334430755624,14.2350041870783,1.63261764705882,2.86514006503578,10.8288770053476,0.314595178903172,0.0169110809749577,22.8163992869875,53.2,2,0.4,0.198666666666667,0.225,0.35,0.35,0.4,69.5266666666667
"P04",6,"Sampling","sampling",FALSE,26.865,10,90,90,85,0.494,0.687,0.919,0.844,0.565,0.821,0.573,"R2",24.2,38.2,0,0,68.1,10,10,24.15,162.43066994074,13.6747006450656,0.819166390728477,1.14418391877988,3.47682119205298,0.2054645896835,0.00858609954299438,15.6456953642384,86.9,5,0.6157,0.1791,0.1,0.1,0.1,0.15,87.418
"P04",7,"Sampling","sampling",FALSE,25.413,30,65,40,60,0.473,0.583,0.388,0.52,0.038,0.02,0.076,"R3",18.6,38.1,3,0,45.5,30,30,51.59,267.145938708397,12.5579815742479,1.56936666666667,2.65080882771712,9.76744186046512,0.245739646548288,0.0563967664594315,11.9767441860465,45.9,2,0.4,0.16942,0.3,0.35,0.6,0.4,63.6116
"P04",8,"Sampling","sampling",TRUE,25.837,7.5,95,95,95,0.441,0.342,0.63,0.957,0.303,0.969,0.384,"R7",13.7,33.5,3,0,42.2,10,5,42.58,161.683741440423,9.22170127153156,1.36378779342723,2.42044859945516,5.72769953051643,0.210551001396047,0.126568835613872,13.5680751173709,45.2,2,0.4459,0.172246666666667,0.075,0.05,0.05,0.05,92.0550666666667
